서유기마라탕 대학로점,마라탕 100g,"2,200원",서울 종로구 대명길 40 명륜빌딩 1층,,,02-741-8886,[],[],[],40%,60,혜화역4번 출구에서176m,,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷",,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210630_84%2F1625019642384WWaaU_JPEG%2FCV1veD_90ifrDPyDn-XTFP2R.jpg
서유기마라탕 대학로점,훠궈 무한리필 1인,"19,800원",서울 종로구 대명길 40 명륜빌딩 1층,,,02-741-8886,[],[],[],40%,60,혜화역4번 출구에서176m,,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷",,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220103_99%2F1641182763651Cpvju_JPEG%2F156f1231e74d5d2199bc0a51fce21ae.jpg
서유기마라탕 대학로점,꿔바로우(소),"9,800원",서울 종로구 대명길 40 명륜빌딩 1층,,,02-741-8886,[],[],[],40%,60,혜화역4번 출구에서176m,,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷",,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210714_215%2F1626252493584qI8wn_JPEG%2FpV4bJkiThvQW_KGMAIUzhFGX.jpg
서유기마라탕 대학로점,카오위,"35,800원",서울 종로구 대명길 40 명륜빌딩 1층,,,02-741-8886,[],[],[],40%,60,혜화역4번 출구에서176m,,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷",,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210714_249%2F1626252550317zClIx_JPEG%2FjFtst_Y8POHY9w8tGg9jU4jD.jpg
효제루,짜장면,"7,000원",서울 종로구 대학로 18 1층,,,02-6448-0772,[],[],[],58%,42,종로5가역3번 출구에서161m,,"단체 이용 가능, 예약",,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230521_196%2F1684650915079bkXGw_JPEG%2F2786F7CF-6527-4F46-8BE1-78654D566522.jpeg
라이,알짬뽕,"10,000원",서울 종로구 대학로 40-1 1층(효제동),,,0507-1465-5594,[],[],[],,,종로5가역3번 출구에서402m,,"예약, 남/녀 화장실 구분",종로5가 '광장시장'과 대학로 '마로니에공원' 을 잇는 효제동에 위치한 100년 가옥을 멋스럴게 리모델링한 저희 *라이*는 직장동료 또는 연인 가족들과 부담없는 가격으로 맛있는 요리를 즐길수있는 대표 음식점입니다!!,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230204_1%2F1675498097478B899l_JPEG%2F1675232368637.jpg
라이,마늘쫑삽겹살볶음,"15,000원",서울 종로구 대학로 40-1 1층(효제동),,,0507-1465-5594,[],[],[],,,종로5가역3번 출구에서402m,,"예약, 남/녀 화장실 구분",종로5가 '광장시장'과 대학로 '마로니에공원' 을 잇는 효제동에 위치한 100년 가옥을 멋스럴게 리모델링한 저희 *라이*는 직장동료 또는 연인 가족들과 부담없는 가격으로 맛있는 요리를 즐길수있는 대표 음식점입니다!!,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230219_191%2F1676735449179ORQli_JPEG%2F1674733343529.jpg
라이,숙주유린기,"22,000원",서울 종로구 대학로 40-1 1층(효제동),,,0507-1465-5594,[],[],[],,,종로5가역3번 출구에서402m,,"예약, 남/녀 화장실 구분",종로5가 '광장시장'과 대학로 '마로니에공원' 을 잇는 효제동에 위치한 100년 가옥을 멋스럴게 리모델링한 저희 *라이*는 직장동료 또는 연인 가족들과 부담없는 가격으로 맛있는 요리를 즐길수있는 대표 음식점입니다!!,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230204_9%2F1675498216804qR5av_JPEG%2F1675232350543.jpg
라이,홍소오징어,"22,000원",서울 종로구 대학로 40-1 1층(효제동),,,0507-1465-5594,[],[],[],,,종로5가역3번 출구에서402m,,"예약, 남/녀 화장실 구분",종로5가 '광장시장'과 대학로 '마로니에공원' 을 잇는 효제동에 위치한 100년 가옥을 멋스럴게 리모델링한 저희 *라이*는 직장동료 또는 연인 가족들과 부담없는 가격으로 맛있는 요리를 즐길수있는 대표 음식점입니다!!,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230204_215%2F167549833926244ds1_JPEG%2F1675232380931.jpg
라이,어향표고완자,"28,000원",서울 종로구 대학로 40-1 1층(효제동),,,0507-1465-5594,[],[],[],,,종로5가역3번 출구에서402m,,"예약, 남/녀 화장실 구분",종로5가 '광장시장'과 대학로 '마로니에공원' 을 잇는 효제동에 위치한 100년 가옥을 멋스럴게 리모델링한 저희 *라이*는 직장동료 또는 연인 가족들과 부담없는 가격으로 맛있는 요리를 즐길수있는 대표 음식점입니다!!,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f320_320&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_116%2F1677144029808J2VNJ_JPEG%2F1676805537955.jpg
라이,짜장면,"7,000원",서울 종로구 대학로 40-1 1층(효제동),,,0507-1465-5594,[],[],[],,,종로5가역3번 출구에서402m,,"예약, 남/녀 화장실 구분",종로5가 '광장시장'과 대학로 '마로니에공원' 을 잇는 효제동에 위치한 100년 가옥을 멋스럴게 리모델링한 저희 *라이*는 직장동료 또는 연인 가족들과 부담없는 가격으로 맛있는 요리를 즐길수있는 대표 음식점입니다!!,
라이,새우볶음밥,"9,000원",서울 종로구 대학로 40-1 1층(효제동),,,0507-1465-5594,[],[],[],,,종로5가역3번 출구에서402m,,"예약, 남/녀 화장실 구분",종로5가 '광장시장'과 대학로 '마로니에공원' 을 잇는 효제동에 위치한 100년 가옥을 멋스럴게 리모델링한 저희 *라이*는 직장동료 또는 연인 가족들과 부담없는 가격으로 맛있는 요리를 즐길수있는 대표 음식점입니다!!,
라이,잡채밥,"9,000원",서울 종로구 대학로 40-1 1층(효제동),,,0507-1465-5594,[],[],[],,,종로5가역3번 출구에서402m,,"예약, 남/녀 화장실 구분",종로5가 '광장시장'과 대학로 '마로니에공원' 을 잇는 효제동에 위치한 100년 가옥을 멋스럴게 리모델링한 저희 *라이*는 직장동료 또는 연인 가족들과 부담없는 가격으로 맛있는 요리를 즐길수있는 대표 음식점입니다!!,
